id,title,year,doi,n_citation,doc_type,reference_count,references
1736,Only perhaps account mission part eight.,2003,https://doi.org/10.1000/318121,257,Journal,39,795;1130;1596;740;643;85;872;1650;28;995
1737,Treatment agree national message understand.,2017,https://doi.org/10.1000/194064,213,Conference,41,1001;1470
1738,Nature player analysis win.,2005,https://doi.org/10.1000/177460,10,Conference,23,1763;1444;130;586;1427;1412;553
1739,Business star ready once office.,1993,https://doi.org/10.1000/513953,243,Conference,16,598
1740,Low campaign turn last.,2021,https://doi.org/10.1000/287538,409,Journal,47,541;1299;1308;796;1446;1583;1639
1741,Current feeling improve.,2019,https://doi.org/10.1000/592942,255,Conference,50,1981;1281;1307;576;99
1742,Open five office.,2024,https://doi.org/10.1000/607666,289,Journal,22,443;835;816;1668;1588;928;511;1175;1107;1357
1743,Staff account send Congress film past.,2005,https://doi.org/10.1000/771098,164,Journal,20,391;269;733;636;580;1458;426;482;1775
1744,History her follow.,1991,https://doi.org/10.1000/603443,491,Conference,38,430;298;946;1062;936;515
1745,Mr religious difficult wife father show.,2010,https://doi.org/10.1000/896804,38,Conference,18,679;49;535;1447;952;483
1746,Top outside likely any write how.,2005,https://doi.org/10.1000/531496,30,Journal,19,561;1622;1272;847;398;590;722
1747,Traditional whose from determine.,2012,https://doi.org/10.1000/476579,444,Journal,31,1917;1999
1748,Development he process bed consumer.,1994,https://doi.org/10.1000/210748,260,Journal,35,1039;201;277;376;1473;1413;776;1058;736;86
1749,Market position exactly.,1991,https://doi.org/10.1000/679624,225,Journal,26,1915;768
1750,Old computer who music upon consider.,2015,https://doi.org/10.1000/653555,160,Journal,6,1926;590;535;1557;54;236;94;1161;693
1751,Laugh wait choose their.,2025,https://doi.org/10.1000/752996,428,Conference,29,444;84
1752,Cold past me TV pretty challenge.,2004,https://doi.org/10.1000/463430,483,Journal,42,1071;1195;1094;2000;163;1896;871;1093;1126
1753,Daughter what trip explain morning.,2008,https://doi.org/10.1000/437649,129,Conference,12,1440;1995;1465;877;1608;1740;1971;33;156
1754,Institution find father should wish only.,2023,https://doi.org/10.1000/782520,24,Conference,24,1484;1299;1647;1243;1841;327
1755,Serious idea heart heavy.,1990,https://doi.org/10.1000/617629,84,Journal,37,1404
1756,Once people heart professor.,1990,https://doi.org/10.1000/287285,361,Conference,6,1603;1917;134;566;1478
1757,Sister even team often.,2025,https://doi.org/10.1000/975562,242,Conference,29,1908;524;1578;434;1920
1758,Into garden as appear later agree.,1993,https://doi.org/10.1000/708323,354,Conference,40,311;1599;608
1759,Rate first data more member.,2007,https://doi.org/10.1000/485899,260,Journal,15,1030;662;165;512;409;360;1923;1372;175
1760,Score expect picture opportunity paper threat.,2002,https://doi.org/10.1000/169782,164,Journal,14,1255;334;1203;204;747;1177
1761,Activity position project most thing key pretty.,2002,https://doi.org/10.1000/138789,185,Conference,16,384;491;1422;1921;326;745;1120;1539;789
1762,Far question everyone pull.,2011,https://doi.org/10.1000/797869,365,Conference,20,1954
1763,Already side section budget wrong the.,2023,https://doi.org/10.1000/443390,214,Conference,44,454;1599
1764,Lose may leg.,2010,https://doi.org/10.1000/436645,250,Conference,40,407;1476;1780;560
1765,Set place Mrs.,2006,https://doi.org/10.1000/388831,349,Conference,29,22;226;295;1498;735;764;1537
1766,Improve still beat capital tough left.,1997,https://doi.org/10.1000/553723,182,Journal,38,1135;1539;1205;1092;140;1038;349
1767,If else six.,2003,https://doi.org/10.1000/446302,388,Journal,24,1800;1732;725;267;521;1938;1990;175;1763
1768,Same challenge mean.,2021,https://doi.org/10.1000/301875,484,Conference,39,269;941;424;1439;1986;948;1649
1769,Where unit message same sing.,1990,https://doi.org/10.1000/702460,192,Conference,42,511;193;962;1548;1274
1770,Letter international heavy national late especially.,2002,https://doi.org/10.1000/555831,232,Conference,26,1505;1233;1757
1771,Magazine beat hold skin science.,1991,https://doi.org/10.1000/383523,232,Journal,6,1058;1986;65;1554;19;311;1956;1157;582
1772,Ahead crime difficult dinner staff window.,2002,https://doi.org/10.1000/744768,392,Conference,15,960
1773,Provide happen compare so.,2004,https://doi.org/10.1000/184353,197,Conference,7,701
1774,Beat decision final field industry.,2007,https://doi.org/10.1000/740040,252,Journal,40,1239;1243;984
1775,Should fall little before week policy.,2000,https://doi.org/10.1000/482904,253,Journal,29,43;757;1065;92;1763;1990;1831;591
1776,Community continue why.,2005,https://doi.org/10.1000/172855,132,Conference,32,1650;498;15;1611;1733;1079;907;656;1597;1538
1777,City join draw piece agreement.,2005,https://doi.org/10.1000/859729,65,Journal,31,88;255;356;835;1704;754;1738;377;399;455
1778,Sport public operation.,2022,https://doi.org/10.1000/355290,324,Journal,17,959;76;472;485
1779,Stand every avoid.,2015,https://doi.org/10.1000/221449,249,Conference,5,1016;553;1248;1055;539;1018;740;373;840
1780,Turn option us.,2017,https://doi.org/10.1000/612829,429,Journal,34,481;927;1022
1781,Old still threat price for area.,2025,https://doi.org/10.1000/481395,477,Conference,35,132;534;1113;1116;1288;672;1907;39
1782,Fear real senior student president however.,2001,https://doi.org/10.1000/828634,234,Journal,41,807;591;34;1935;1203;1461
1783,Whole program five you feeling.,1992,https://doi.org/10.1000/326081,296,Conference,35,1346;1636
1784,Agent bar sense.,1996,https://doi.org/10.1000/298261,418,Conference,48,882
1785,View side remain.,2000,https://doi.org/10.1000/708864,451,Journal,11,1685;1468
1786,Vote true ahead.,2012,https://doi.org/10.1000/142935,114,Journal,20,248;1202;1689;1313;230;1003;988;1704;1343
1787,Stage support live.,2019,https://doi.org/10.1000/377284,176,Journal,3,890;1696;1792;867;1414;677;1417
1788,Office show just.,2002,https://doi.org/10.1000/596599,466,Conference,14,1937
1789,Instead camera star those loss.,2020,https://doi.org/10.1000/405699,1,Conference,35,1240;670;265;1069
1790,Participant health our be simply southern.,2005,https://doi.org/10.1000/191352,363,Conference,11,440;1143;652
1791,Maintain early leader happen.,2008,https://doi.org/10.1000/510914,161,Journal,44,690;758;1924;5;1833;1793;1451;51;104;1803
1792,Grow trial skin guess right.,2012,https://doi.org/10.1000/779311,194,Conference,21,581
1793,Try happen but.,2006,https://doi.org/10.1000/842751,78,Journal,32,181;436;1254;1825;232;1931;121;1791;380
1794,Blood happen down owner develop knowledge.,2014,https://doi.org/10.1000/863563,296,Conference,14,1450;45
1795,Cell or suggest such stage parent.,1992,https://doi.org/10.1000/172107,265,Conference,4,1073;136;868;57;686;1256;489;357;1695;1244
1796,Get four yard style place second.,2017,https://doi.org/10.1000/471260,448,Conference,42,9;1913;738
1797,Ask couple start.,1992,https://doi.org/10.1000/745723,111,Journal,17,1320;236;1626;1670;444;446
1798,Mouth third house resource cause reduce.,1995,https://doi.org/10.1000/398183,214,Conference,2,759;1421
1799,Often military cut four teacher.,2019,https://doi.org/10.1000/401655,320,Journal,28,245;42;355;936;346;924;1944;1183;338
1800,Individual hard movement push.,2021,https://doi.org/10.1000/668839,356,Conference,42,675;235
1801,Decide international lead those crime.,2013,https://doi.org/10.1000/305600,360,Journal,3,850;900;1718;129;297;1610;419;1804
1802,Around cold face.,2015,https://doi.org/10.1000/490182,167,Conference,42,22;1569;542;956;240;1567;1969
1803,Car view skill.,1992,https://doi.org/10.1000/719884,255,Journal,43,1820;170;469;1078;450;1320
1804,Source painting likely despite.,2018,https://doi.org/10.1000/934092,120,Journal,3,1128;150;1281;707;192;1765
1805,First turn affect positive.,2001,https://doi.org/10.1000/974030,125,Journal,10,821;845;1591;422
1806,Wall even everybody.,2011,https://doi.org/10.1000/732221,353,Conference,41,1406;1380;401;1391;1248;392;1994;1898;688;1026
1807,Political chair a threat.,2002,https://doi.org/10.1000/488394,82,Conference,33,1034;1874;613
1808,Right ever same center another.,2008,https://doi.org/10.1000/548261,278,Conference,5,563;807;195;285;1621;939;436;623;933;796
1809,Especially protect test send.,2014,https://doi.org/10.1000/173966,499,Conference,22,551;1524;1758;657;301;879
1810,Above chair PM.,2006,https://doi.org/10.1000/430036,482,Journal,17,1433;738;28;680;1002
1811,Few themselves boy management manage.,2003,https://doi.org/10.1000/588378,414,Journal,37,1408;220;7;810;236;771;1438
1812,Week give three fall.,2000,https://doi.org/10.1000/804481,371,Conference,30,496;1926;1091;1549;1613;796;130;256
1813,Heavy phone position mother.,2001,https://doi.org/10.1000/887352,327,Journal,41,1520
1814,College them along argue clear.,2024,https://doi.org/10.1000/181794,90,Conference,35,815;1766
1815,Just relationship start.,1997,https://doi.org/10.1000/624884,90,Journal,45,991;758;612
1816,Fast until Mr top.,1995,https://doi.org/10.1000/926610,401,Journal,12,1959
1817,Item whether accept magazine manage probably.,2006,https://doi.org/10.1000/417447,80,Journal,22,416;582;1320;717;1455;463;633;462;516;1970
1818,Pick practice everything way.,2002,https://doi.org/10.1000/646797,358,Conference,2,784;1770;1987;1951;356;552;1532
1819,Fine expert institution impact character.,2012,https://doi.org/10.1000/585366,328,Journal,36,1452;286;709;1106;180;624;1232;1684;453
1820,The be ready item.,2005,https://doi.org/10.1000/934300,392,Conference,27,902
1821,Former rather support.,1992,https://doi.org/10.1000/998380,376,Journal,41,364;84;871;1148;1035;1816;995
1822,Manage market sense individual.,1999,https://doi.org/10.1000/224309,22,Journal,33,1012;165;1999;1574;345;218;1022
1823,Executive agreement high world relate test.,2020,https://doi.org/10.1000/371472,451,Conference,42,259;501;538;957;1261;562;441
1824,American rich until area time road.,2008,https://doi.org/10.1000/959479,37,Journal,39,1662;1165;979;1995;1280;564;169;1279
1825,We show young college land bed.,2007,https://doi.org/10.1000/463350,100,Conference,39,1764;1405;737;107
1826,Project yeah so voice bad.,2017,https://doi.org/10.1000/198104,350,Conference,16,1718;1495;1605;1714;508;1189;226
1827,Behind big alone page medical writer.,2014,https://doi.org/10.1000/626136,275,Journal,2,1236;1271
1828,Ok small beyond personal.,1993,https://doi.org/10.1000/462186,221,Journal,9,1892;725;1240
1829,Democrat single leave.,2021,https://doi.org/10.1000/326546,113,Journal,20,578;659;1370;1078;125;1780
1830,Information modern cover so.,1993,https://doi.org/10.1000/427608,430,Journal,2,1339;1699;1046
1831,Agency could respond.,2024,https://doi.org/10.1000/709662,451,Conference,11,1971;887
1832,Sort school time laugh responsibility media.,2017,https://doi.org/10.1000/813612,452,Journal,28,1283;1227;1604;1626;275
1833,Operation indicate still product station consumer.,2017,https://doi.org/10.1000/402168,104,Conference,18,1313;346;1798;552
1834,Guess it wear number.,2024,https://doi.org/10.1000/522425,349,Journal,42,1779;159
1835,Information change outside month.,1993,https://doi.org/10.1000/748888,417,Journal,35,1370
1836,Wind husband year.,2016,https://doi.org/10.1000/207636,223,Journal,15,1488;1622;436;204;1364;17;556;1888;1085;777
1837,Option you herself true measure sometimes.,1991,https://doi.org/10.1000/803039,142,Conference,39,425;792;1448;1420
1838,Morning near send position stay.,2017,https://doi.org/10.1000/853429,32,Conference,37,303;1595;1203;1709;1184;363;951;1278;1193
1839,Where land less.,1990,https://doi.org/10.1000/753912,184,Journal,23,905;993;1570;370;1797;1131;1644;907
1840,Individual weight pay.,2024,https://doi.org/10.1000/585413,440,Journal,18,304;82;1913;774;682;1295;126;1471;1482;1291
1841,Focus far drive up majority trip.,1992,https://doi.org/10.1000/342530,331,Journal,41,795;1554;1494;965;1671
1842,Certain week million able each food.,2005,https://doi.org/10.1000/589077,214,Journal,19,1271;147
1843,East newspaper there wear.,1999,https://doi.org/10.1000/606341,58,Journal,30,1883;1492;1035;1469;1386;702;409;1551
1844,And lot learn key cause however.,1990,https://doi.org/10.1000/347121,346,Conference,28,627;773;552;98;66;121;826;1109;203;787
1845,Stuff father about generation generation statement.,2006,https://doi.org/10.1000/608609,20,Journal,34,1173
1846,Owner blue crime.,1993,https://doi.org/10.1000/112700,131,Journal,36,1868;930
1847,Along over together.,1990,https://doi.org/10.1000/590020,91,Journal,39,981;102;991
1848,Strategy people story offer last.,2015,https://doi.org/10.1000/354735,142,Journal,4,193;1186;1464;199;490;1075;363
1849,Pressure land middle senior involve.,2006,https://doi.org/10.1000/620792,103,Journal,35,1835;703;1555;663;1974
1850,That measure dream ground.,2004,https://doi.org/10.1000/273185,250,Conference,37,1859;1960
1851,Choice style you policy or.,2010,https://doi.org/10.1000/909874,133,Conference,1,1344;1820;1802;105;950;825;619
1852,Style activity provide.,2022,https://doi.org/10.1000/652710,335,Journal,49,572;1719;1199;1965;270
1853,Including worker risk cup become.,2011,https://doi.org/10.1000/680608,18,Journal,46,1815;1000;914
1854,Type picture develop source.,2017,https://doi.org/10.1000/525031,432,Journal,27,535;316;8;1380;614;386
1855,Hope discuss war.,2018,https://doi.org/10.1000/985386,119,Conference,32,30;1205;162;1482;693;719;518;1642;1511;1957
1856,House toward social soldier western space.,2012,https://doi.org/10.1000/567356,109,Conference,5,507;1972;1064;463;839;1383;1695;1015;801
1857,Throw spend condition.,2012,https://doi.org/10.1000/730649,327,Conference,19,1690;127;1752;586;844;1532;1731
1858,Say along agency seek feel.,2021,https://doi.org/10.1000/645266,179,Journal,27,90;219;1441;1259;238;1027;1472;891;587;1609
1859,Yard participant dark stage work more.,2003,https://doi.org/10.1000/491136,241,Conference,37,618;1238;1204;1484;1295;295;1533;1959
1860,Purpose operation hear show different less.,1997,https://doi.org/10.1000/713619,491,Conference,33,792;404
1861,Movement woman stand.,2004,https://doi.org/10.1000/575180,92,Conference,13,547;1411;1792;254;1161;198
1862,Green can budget.,1996,https://doi.org/10.1000/346194,153,Journal,44,863;1305;1910;707;1786
1863,Act table doctor strong article.,1992,https://doi.org/10.1000/395203,395,Journal,4,93;1420;1274
1864,Quickly skin bed minute onto.,1990,https://doi.org/10.1000/301773,252,Conference,49,149;871;1215;1997;1573;1106;1127;307;823;217
1865,Result economic weight measure medical.,2001,https://doi.org/10.1000/847337,372,Journal,3,1269;571
1866,Candidate assume yard five yes show.,2008,https://doi.org/10.1000/570744,188,Conference,17,1558;1777;1956;1603;989;931;1148;20
1867,So fine fact.,2025,https://doi.org/10.1000/716264,284,Conference,47,1039;1479;550
1868,Science second science.,1991,https://doi.org/10.1000/660899,128,Conference,40,692;1422;311;1724;1744;1697;1866;155;1992
1869,Improve include store eye.,1996,https://doi.org/10.1000/133459,256,Conference,44,753;144;369;1172;937;1067;556;373;1907
1870,Spend major tree.,2025,https://doi.org/10.1000/808301,75,Journal,11,476;1184;1516;1790;1182;1606
1871,Friend different exist medical production.,2013,https://doi.org/10.1000/343041,275,Conference,49,1061
1872,Conference notice front stuff.,2019,https://doi.org/10.1000/607122,382,Journal,17,1438;700;424;232;383;373
1873,Detail gun natural ago mean.,2021,https://doi.org/10.1000/742807,108,Conference,7,1916;1638;1593;426;1543
1874,Economic later care century seven.,2007,https://doi.org/10.1000/357261,146,Conference,9,227;1191;1140;1285;1458;980;527;115;232
